tier,experiment,job_id,method,seed,iteration,step_size,objective,objective_gap,exact_gaussian_kl,w2_squared,mean_error,covariance_error,covariance_min_eigenvalue,covariance_max_eigenvalue,relative_covariance_min_eigenvalue,relative_covariance_max_eigenvalue,fisher_rao_residual_squared,bures_wasserstein_residual_squared,wall_time_seconds,repair,equivariance_error_mean,equivariance_error_covariance,local_gamma,local_lambda,predictive_nll,classification_error,brier,iterations,gradient_evaluations,hessian_evaluations,oracle_pairs,expectation_evaluations,matrix_exponentials,matrix_square_roots,eigendecompositions,cholesky_factorizations,cholesky_solves,roundoff_repairs,batch_size,quadratic_rescue,raw_mean_ablation,normalized_step_size
smoke,C,C_diao_gaussian_smoke,FB--GVI,2083531526,0,0.0,0.6151822881446403,47.42334687849393,47.42334687849393,1111018627.4547358,0.3453309550246906,2.9644356609282183,1.0,1.0,9.999999863553556e-10,1.0000000311494852,4.506536311840562,8.900475705891067,0.0006553200073540211,,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,0,0,0,0,0,0,1,False,False,1.0
smoke,C,C_diao_gaussian_smoke,FB--GVI,2083531526,1,1.0,-3.643451552139328,43.16471303801503,43.16471303801503,1110961479.0198474,0.0811916071422301,2.919212358984117,1.0000000182215343,2.6180339864082525,2.61803395398879e-09,1.0000000493710193,4.2610659515226,3.279638979445011,0.001344779971987009,,nan,nan,nan,nan,nan,nan,nan,1,1,1,1,1,0,1,1,0,0,0,1,False,False,1.0
smoke,C,C_diao_gaussian_smoke,FB--GVI,2083531526,2,1.0,-5.846347561884653,40.961817026730834,40.961817026730834,1110917352.6365716,0.08040583894083349,2.8822372481012395,1.0000000000000009,4.39025687652314,4.390256868108333e-09,1.0000000311494854,4.153915264835355,1.9146642239339906,0.0018152499687857926,,nan,nan,nan,nan,nan,nan,nan,2,2,2,2,2,0,2,2,0,0,0,1,False,False,1.0
smoke,C,C_diao_gaussian_smoke,FB--GVI,2083531526,3,1.0,-7.307111618399434,39.50105297226352,39.50105297226352,1110880312.6493814,0.07962842141520435,2.8536760829917815,1.000000034692082,6.229736433091796,6.229736478158984e-09,1.0000000658415686,4.072104785002145,1.3253434583598331,0.002284669957589358,,nan,nan,nan,nan,nan,nan,nan,3,3,3,3,3,0,3,3,0,0,0,1,False,False,1.0
smoke,C,C_diao_gaussian_smoke,FB--GVI,2083531526,4,1.0,-8.387767290759944,38.42039729854751,38.42039729854751,1110847844.2696292,0.07885922194012979,2.8317450031035585,1.0000000441525763,8.106376745728634,8.10637676784911e-09,1.000000075302065,4.009858741272214,1.003567150796186,0.0027370299794711173,,nan,nan,nan,nan,nan,nan,nan,4,4,4,4,4,0,4,4,0,0,0,1,False,False,1.0
smoke,C,C_diao_gaussian_smoke,FB--GVI,2083531526,5,1.0,-9.240086262870207,37.56807832784094,37.56807832784094,1110818622.4989648,0.07809811843471497,2.8146941706091746,1.000000035398547,10.00644109904527,1.0006441077067075e-08,1.0000000665480344,3.961813456993046,0.8031901191171449,0.003191889962181449,,nan,nan,nan,nan,nan,nan,nan,5,5,5,5,5,0,5,5,0,0,0,1,False,False,1.0
smoke,C,C_diao_gaussian_smoke,FB--GVI,2083531526,6,1.0,-9.941234053716576,36.8669305355511,36.8669305355511,1110791853.2188158,0.07734499758082991,2.801141883768438,1.0000000353143657,11.92256652079395,1.192256653335086e-08,1.000000066463852,3.923847761663595,0.6673924928839363,0.0036310499999672174,,nan,nan,nan,nan,nan,nan,nan,6,6,6,6,6,0,6,6,0,0,0,1,False,False,1.0
smoke,C,C_diao_gaussian_smoke,FB--GVI,2083531526,7,1.0,-10.535455078368699,36.27270951266139,36.27270951266139,1110767017.9798763,0.07659975336416877,2.7900723906481937,1.0000000000000056,13.850366240098944,1.385036630768689e-08,1.0000000311494863,3.89298484014222,0.5697369777640082,0.004074189986567944,,nan,nan,nan,nan,nan,nan,nan,7,7,7,7,7,0,7,7,0,0,0,1,False,False,1.0
smoke,C,C_diao_gaussian_smoke,FB--GVI,2083531526,8,1.0,-11.05031121528055,35.75785337615542,35.75785337615542,1110743757.002084,0.07586228587930194,2.7807631688123924,0.9999999999999944,15.787023047763915,1.5787023074083806e-08,1.0000000311494843,3.867132880078381,0.49635024456448773,0.0045117499539628625,,nan,nan,nan,nan,nan,nan,nan,8,8,8,8,8,0,8,8,0,0,0,1,False,False,1.0
smoke,C,C_diao_gaussian_smoke,FB--GVI,2083531526,9,1.0,-11.504053687231337,35.30411090225317,35.30411090225317,1110721808.9192486,0.07513250035074484,2.7727092676523557,1.0000000918153142,17.73062342006128,1.773062345780044e-08,1.000000122964801,3.8448426285174158,0.43929361214449214,0.004935420001856983,,nan,nan,nan,nan,nan,nan,nan,9,9,9,9,9,0,9,9,0,0,0,1,False,False,1.0
