tier,experiment,job_id,method,seed,iteration,step_size,objective,objective_gap,exact_gaussian_kl,w2_squared,mean_error,covariance_error,covariance_min_eigenvalue,covariance_max_eigenvalue,relative_covariance_min_eigenvalue,relative_covariance_max_eigenvalue,gaussian_core_rate,fisher_rao_residual_squared,bures_wasserstein_residual_squared,wall_time_seconds,algorithm_seconds,repair,equivariance_error_mean,equivariance_error_covariance,equivariance_error_back,local_gamma,local_lambda,predictive_nll,classification_error,brier,iterations,gradient_evaluations,hessian_evaluations,oracle_pairs,expectation_evaluations,matrix_exponentials,matrix_square_roots,eigendecompositions,cholesky_factorizations,cholesky_solves,roundoff_repairs,batch_size,quadratic_rescue,raw_mean_ablation,normalized_step_size,problem_instance,local_kl_gamma,local_discrete_rate,predicted_contraction,local_radius,alpha,beta,alpha_star,beta_star,kappa_star,lambda_0_star,lambda_0_star_max,lambda_max_star,certified_gap,grid_dimension,grid_feature_condition,grid_prior_precision
smoke,L,L_logistic_smoke,FR--KL--STL,594425521,0,0.0,18.33811858426424,4.861114402004329,nan,1.3250894197872558,2.124297433000356,4.719782168795441,1.0,1.0,1.312131272714261,5.70944983936268,11.218780640987406,56.124403158205205,70.46552741160029,0.0005262600025162101,0.0,,nan,nan,nan,nan,nan,0.6931471805579441,0.47,0.24999999999999933,0,0,0,0,0,0,0,0,0,0,0,4,False,False,0.0,0,nan,nan,nan,nan,1.0,10.096540163370989,0.1751482241083364,1.7687790703547355,10.098755379104917,1.312131272714261,5.709449839362681,5.709449839362681,201.15969708038392,2,10.0,1.0
smoke,L,L_logistic_smoke,FR--KL--STL,594425521,1,0.02,17.195555474943475,3.718551292683564,nan,1.0256470929074066,1.7543553411277655,4.3191931260942225,0.929738627655288,0.9942241415273352,1.304515957931294,5.308445113015225,10.395290674803887,39.862752295465924,56.14448487851747,0.002856740029528737,0.00032220000866800547,,nan,nan,nan,nan,nan,0.7122620932716549,0.65,0.2595403067267846,1,4,4,4,0,0,1,1,3,3,0,4,False,False,0.02,0,nan,nan,nan,nan,1.0,10.096540163370989,0.1751482241083364,1.7687790703547355,10.098755379104917,1.312131272714261,5.709449839362681,5.709449839362681,160.277060085376,2,10.0,1.0
smoke,L,L_logistic_smoke,FR--KL--STL,594425521,2,0.02,16.36072304649614,2.8837188642362293,nan,0.8130543147832129,1.490233166317554,3.784545480888219,0.8359444083215055,0.9878126471913244,1.2960958635537347,4.772944703609875,9.305027442835042,28.04201540523696,45.192734427000225,0.0046810199855826795,0.0006004200549796224,,nan,nan,nan,nan,nan,0.7284655153711654,0.66,0.267557873368558,2,8,8,8,0,0,2,2,6,6,0,4,False,False,0.02,0,nan,nan,nan,nan,1.0,10.096540163370989,0.1751482241083364,1.7687790703547355,10.098755379104917,1.312131272714261,5.709449839362681,5.709449839362681,129.01282515729835,2,10.0,1.0
smoke,L,L_logistic_smoke,FR--KL--STL,594425521,3,0.02,15.643362511495772,2.1663583292358606,nan,0.6347404925012248,1.210120468496311,3.381556893187918,0.7652309471016913,0.9815226482893658,1.2878162944270009,4.369286096865185,8.472194643411001,19.012843931939777,34.89318366632411,0.006497329974081367,0.0008798401104286313,,nan,nan,nan,nan,nan,0.7489742979786302,0.66,0.2775478033464767,3,12,12,12,0,0,3,3,9,9,0,4,False,False,0.02,0,nan,nan,nan,nan,1.0,10.096540163370989,0.1751482241083364,1.7687790703547355,10.098755379104917,1.312131272714261,5.709449839362681,5.709449839362681,99.61044093927336,2,10.0,1.0
smoke,L,L_logistic_smoke,FR--KL--STL,594425521,4,0.02,15.07888840840969,1.601884226149778,nan,0.4954094720547333,0.9399890904309071,3.072984985935269,0.7110883796852542,0.9755133615602171,1.279911185435578,4.060210197364167,7.830329332445573,12.558897456509136,26.157589602818668,0.008333029982168227,0.0011819800711236894,,nan,nan,nan,nan,nan,0.7721407101143472,0.66,0.2885523284550268,4,16,16,16,0,0,4,4,12,12,0,4,False,False,0.02,0,nan,nan,nan,nan,1.0,10.096540163370989,0.1751482241083364,1.7687790703547355,10.098755379104917,1.312131272714261,5.709449839362681,5.709449839362681,74.67272287796399,2,10.0,1.0
smoke,L,L_logistic_smoke,FR--KL--STL,594425521,5,0.02,14.668902757708192,1.1918985754482812,nan,0.39993921525712656,0.7282715773086704,2.767528753609306,0.6574755271460269,0.9695459340673785,1.272070076174547,3.754122959438205,7.190853803388961,8.185462345440767,19.41933101814433,0.010169709974434227,0.0014687500661239028,,nan,nan,nan,nan,nan,0.7948279426445853,0.66,0.29898909438170646,5,20,20,20,0,0,5,5,15,15,0,4,False,False,0.02,0,nan,nan,nan,nan,1.0,10.096540163370989,0.1751482241083364,1.7687790703547355,10.098755379104917,1.312131272714261,5.709449839362681,5.709449839362681,55.43684818103743,2,10.0,1.0
smoke,L,L_logistic_smoke,FR--KL--STL,594425521,6,0.02,14.401426794836567,0.9244226125766559,nan,0.3341747034577749,0.6044923542397316,2.4513571918509656,0.6019709523418005,0.9637945007946483,1.264583053402319,3.4370367026148285,6.540594041393456,5.603897342722428,14.980836530264252,0.011965560028329492,0.0017386400722898543,,nan,nan,nan,nan,nan,0.8106291343643105,0.66,0.3060199265389373,6,24,24,24,0,0,6,6,18,18,0,4,False,False,0.02,0,nan,nan,nan,nan,1.0,10.096540163370989,0.1751482241083364,1.7687790703547355,10.098755379104917,1.312131272714261,5.709449839362681,5.709449839362681,42.76616736061791,2,10.0,1.0
smoke,L,L_logistic_smoke,FR--KL--STL,594425521,7,0.02,14.256558903724471,0.7795547214645602,nan,0.2966876926358768,0.5476161595984559,2.225405608721826,0.5623012891232873,0.9579789556816419,1.2569589900209324,3.210520798540015,6.078043602821042,4.343646717133838,12.586644353393023,0.013747790013439953,0.0020002800738438964,,nan,nan,nan,nan,nan,0.8189675021154353,0.66,0.30963806450092163,7,28,28,28,0,0,7,7,21,21,0,4,False,False,0.02,0,nan,nan,nan,nan,1.0,10.096540163370989,0.1751482241083364,1.7687790703547355,10.098755379104917,1.312131272714261,5.709449839362681,5.709449839362681,35.931407290797495,2,10.0,1.0
smoke,L,L_logistic_smoke,FR--KL--STL,594425521,8,0.02,14.132896060237186,0.6558918779772753,nan,0.26585468961663977,0.4985497371484298,2.0240862406040643,0.5269410426491722,0.9523679869594563,1.2495923242704023,3.008638539177219,5.662586782194254,3.340924185672111,10.463136945066688,0.015525750000961125,0.0022661700495518744,,nan,nan,nan,nan,nan,0.8278115051847085,0.66,0.31341618757595824,8,32,32,32,0,0,8,8,24,24,0,4,False,False,0.02,0,nan,nan,nan,nan,1.0,10.096540163370989,0.1751482241083364,1.7687790703547355,10.098755379104917,1.312131272714261,5.709449839362681,5.709449839362681,29.869377775120366,2,10.0,1.0
smoke,L,L_logistic_smoke,FR--KL--STL,594425521,9,0.02,14.021080669430846,0.5440764871709352,nan,0.23830425528302177,0.45021192942532207,1.8523174138261278,0.496771144519526,0.9469301313425557,1.2424568272530085,2.8363808124901326,5.3095448142829325,2.4871809400114278,8.42645460021423,0.017306429974269122,0.0025471800472587347,,nan,nan,nan,nan,nan,0.8392869417163452,0.66,0.31823181164368747,9,36,36,36,0,0,9,9,27,27,0,4,False,False,0.02,0,nan,nan,nan,nan,1.0,10.096540163370989,0.1751482241083364,1.7687790703547355,10.098755379104917,1.312131272714261,5.709449839362681,5.709449839362681,24.05520993179503,2,10.0,1.0
