algorithm_seconds,median,min,max,floor,method,resolution_floor
0.0,225.56655101187025,218.47306929919864,232.3905856210673,1.7053025658242404e-13,FR--R,1.381705614313378e-13
0.1538723060511984,33.3031759685025,31.78240107756784,33.50384401012906,1.7053025658242404e-13,FR--R,1.381705614313378e-13
0.3417872200370766,15.1377904483075,14.07886678628546,15.18667750005693,1.7053025658242404e-13,FR--R,1.381705614313378e-13
0.5339979140553623,8.376107166004772,7.656522847643316,8.436145798294206,1.7053025658242404e-13,FR--R,1.381705614313378e-13
0.6847440599813126,5.062519438270783,4.589183558838158,5.162247259461424,1.7053025658242404e-13,FR--R,1.381705614313378e-13
0.8087225260096602,3.2286323308138094,2.9110312943905683,3.335518859911588,1.7053025658242404e-13,FR--R,1.381705614313378e-13
0.9291178230778314,2.1332057983395885,1.9161465634288104,2.2328757677301496,1.7053025658242404e-13,FR--R,1.381705614313378e-13
1.452361747971736,1.445084360692192,1.29439856698599,1.5323187238507217,1.7053025658242404e-13,FR--R,1.381705614313378e-13
1.7798984789988026,0.9971874436075724,0.891202335849357,1.0709649483711132,1.7053025658242404e-13,FR--R,1.381705614313378e-13
2.4353809378808364,0.6979048985429017,0.6225427369154772,0.7590291698387546,1.7053025658242404e-13,FR--R,1.381705614313378e-13
2.5619881739257835,0.4938859560189712,0.4398070348302099,0.5438557741611589,1.7053025658242404e-13,FR--R,1.381705614313378e-13
2.6869625599938445,0.3526167860297846,0.3135107083867297,0.3930947584451019,1.7053025658242404e-13,FR--R,1.381705614313378e-13
2.811238616006449,0.2535721230971717,0.2251082350165347,0.2861447692382626,1.7053025658242404e-13,FR--R,1.381705614313378e-13
2.934794502973091,0.1834285711383358,0.1625950439673147,0.2095091932899322,1.7053025658242404e-13,FR--R,1.381705614313378e-13
3.0657661590958014,0.1333414905847121,0.1180197369194502,0.1541424384431025,1.7053025658242404e-13,FR--R,1.381705614313378e-13
3.2255557341268286,0.0973311443000284,0.0860163059396654,0.1138686800635468,1.7053025658242404e-13,FR--R,1.381705614313378e-13
3.35301906010136,0.071293413249748,0.0629075734300386,0.0844066116413273,1.7053025658242404e-13,FR--R,1.381705614313378e-13
3.4960193760925904,0.0523760527074159,0.0461415019019568,0.0627504287856481,1.7053025658242404e-13,FR--R,1.381705614313378e-13
3.686101250059437,0.0385759930840095,0.0339280898814422,0.0467673186387855,1.7053025658242404e-13,FR--R,1.381705614313378e-13
3.83422395499656,0.0284740801009775,0.0250006352223977,0.0349303195253014,1.7053025658242404e-13,FR--R,1.381705614313378e-13
3.971195710997563,0.0210573348971934,0.0184560131363014,0.0261379049134689,1.7053025658242404e-13,FR--R,1.381705614313378e-13
4.08373420801945,0.0155981041976929,0.0136462195109174,0.0195903044965461,1.7053025658242404e-13,FR--R,1.381705614313378e-13
4.213273894041777,0.0115708544315111,0.0100754859060998,0.0147036245148797,1.7053025658242404e-13,FR--R,1.381705614313378e-13
4.341481710143853,0.0085942623479695,0.0074327048374698,0.0110495513039268,1.7053025658242404e-13,FR--R,1.381705614313378e-13
4.461227136198431,0.0063905345067496,0.0054884555125909,0.0083126098909929,1.7053025658242404e-13,FR--R,1.381705614313378e-13
4.777337777137291,0.0047565989717668,0.0040562524307574,0.0062596143084192,1.7053025658242404e-13,FR--R,1.381705614313378e-13
4.923004752025008,0.003543561815718,0.0030000473034874,0.0047176742572219,1.7053025658242404e-13,FR--R,1.381705614313378e-13
5.127687156142201,0.0026419685667633,0.0022203559332751,0.0035582622217589,1.7053025658242404e-13,FR--R,1.381705614313378e-13
